Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Mês (Código),Mês,valor_numerico
1,Brasil,2,%,2.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199902,fevereiro 1999,224.0
1,Brasil,2,%,3.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199903,março 1999,302.0
1,Brasil,2,%,3.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199904,abril 1999,335.0
1,Brasil,2,%,3.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199905,maio 1999,314.0
1,Brasil,2,%,3.32,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199906,junho 1999,332.0
1,Brasil,2,%,4.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199907,julho 1999,457.0
1,Brasil,2,%,5.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199908,agosto 1999,569.0
1,Brasil,2,%,6.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199909,setembro 1999,625.0
1,Brasil,2,%,7.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199910,outubro 1999,750.0
1,Brasil,2,%,8.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199911,novembro 1999,865.0
1,Brasil,2,%,8.94,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,199912,dezembro 1999,894.0
1,Brasil,2,%,8.85,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200001,janeiro 2000,885.0
1,Brasil,2,%,7.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200002,fevereiro 2000,786.0
1,Brasil,2,%,6.92,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200003,março 2000,692.0
1,Brasil,2,%,6.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200004,abril 2000,677.0
1,Brasil,2,%,6.47,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200005,maio 2000,647.0
1,Brasil,2,%,6.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200006,junho 2000,651.0
1,Brasil,2,%,7.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200007,julho 2000,706.0
1,Brasil,2,%,7.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200008,agosto 2000,786.0
1,Brasil,2,%,7.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200009,setembro 2000,777.0
1,Brasil,2,%,6.65,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200010,outubro 2000,665.0
1,Brasil,2,%,5.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200011,novembro 2000,599.0
1,Brasil,2,%,5.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200012,dezembro 2000,597.0
1,Brasil,2,%,5.92,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200101,janeiro 2001,592.0
1,Brasil,2,%,6.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200102,fevereiro 2001,627.0
1,Brasil,2,%,6.44,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200103,março 2001,644.0
1,Brasil,2,%,6.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200104,abril 2001,661.0
1,Brasil,2,%,7.04,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200105,maio 2001,704.0
1,Brasil,2,%,7.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200106,junho 2001,735.0
1,Brasil,2,%,7.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200107,julho 2001,705.0
1,Brasil,2,%,6.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200108,agosto 2001,641.0
1,Brasil,2,%,6.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200109,setembro 2001,646.0
1,Brasil,2,%,7.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200110,outubro 2001,719.0
1,Brasil,2,%,7.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200111,novembro 2001,761.0
1,Brasil,2,%,7.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200112,dezembro 2001,767.0
1,Brasil,2,%,7.62,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200201,janeiro 2002,762.0
1,Brasil,2,%,7.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200202,fevereiro 2002,751.0
1,Brasil,2,%,7.75,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200203,março 2002,775.0
1,Brasil,2,%,7.98,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200204,abril 2002,798.0
1,Brasil,2,%,7.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200205,maio 2002,777.0
1,Brasil,2,%,7.66,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200206,junho 2002,766.0
1,Brasil,2,%,7.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200207,julho 2002,751.0
1,Brasil,2,%,7.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200208,agosto 2002,746.0
1,Brasil,2,%,7.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200209,setembro 2002,793.0
1,Brasil,2,%,8.45,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200210,outubro 2002,845.0
1,Brasil,2,%,10.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200211,novembro 2002,1093.0
1,Brasil,2,%,12.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200212,dezembro 2002,1253.0
1,Brasil,2,%,14.47,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200301,janeiro 2003,1447.0
1,Brasil,2,%,15.85,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200302,fevereiro 2003,1585.0
1,Brasil,2,%,16.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200303,março 2003,1657.0
1,Brasil,2,%,16.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200304,abril 2003,1677.0
1,Brasil,2,%,17.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200305,maio 2003,1724.0
1,Brasil,2,%,16.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200306,junho 2003,1657.0
1,Brasil,2,%,15.43,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200307,julho 2003,1543.0
1,Brasil,2,%,15.07,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200308,agosto 2003,1507.0
1,Brasil,2,%,15.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200309,setembro 2003,1514.0
1,Brasil,2,%,13.98,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200310,outubro 2003,1398.0
1,Brasil,2,%,11.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200311,novembro 2003,1102.0
1,Brasil,2,%,9.30,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200312,dezembro 2003,930.0
1,Brasil,2,%,7.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200401,janeiro 2004,771.0
1,Brasil,2,%,6.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200402,fevereiro 2004,669.0
1,Brasil,2,%,5.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200403,março 2004,589.0
1,Brasil,2,%,5.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200404,abril 2004,526.0
1,Brasil,2,%,5.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200405,maio 2004,515.0
1,Brasil,2,%,6.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200406,junho 2004,606.0
1,Brasil,2,%,6.81,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200407,julho 2004,681.0
1,Brasil,2,%,7.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200408,agosto 2004,718.0
1,Brasil,2,%,6.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200409,setembro 2004,670.0
1,Brasil,2,%,6.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200410,outubro 2004,686.0
1,Brasil,2,%,7.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200411,novembro 2004,724.0
1,Brasil,2,%,7.60,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200412,dezembro 2004,760.0
1,Brasil,2,%,7.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200501,janeiro 2005,741.0
1,Brasil,2,%,7.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200502,fevereiro 2005,739.0
1,Brasil,2,%,7.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200503,março 2005,754.0
1,Brasil,2,%,8.07,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200504,abril 2005,807.0
1,Brasil,2,%,8.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200505,maio 2005,805.0
1,Brasil,2,%,7.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200506,junho 2005,727.0
1,Brasil,2,%,6.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200507,julho 2005,657.0
1,Brasil,2,%,6.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200508,agosto 2005,602.0
1,Brasil,2,%,6.04,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200509,setembro 2005,604.0
1,Brasil,2,%,6.36,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200510,outubro 2005,636.0
1,Brasil,2,%,6.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200511,novembro 2005,622.0
1,Brasil,2,%,5.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200512,dezembro 2005,569.0
1,Brasil,2,%,5.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200601,janeiro 2006,570.0
1,Brasil,2,%,5.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200602,fevereiro 2006,551.0
1,Brasil,2,%,5.32,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200603,março 2006,532.0
1,Brasil,2,%,4.63,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200604,abril 2006,463.0
1,Brasil,2,%,4.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200605,maio 2006,423.0
1,Brasil,2,%,4.03,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200606,junho 2006,403.0
1,Brasil,2,%,3.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200607,julho 2006,397.0
1,Brasil,2,%,3.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200608,agosto 2006,384.0
1,Brasil,2,%,3.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200609,setembro 2006,370.0
1,Brasil,2,%,3.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200610,outubro 2006,326.0
1,Brasil,2,%,3.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200611,novembro 2006,302.0
1,Brasil,2,%,3.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200612,dezembro 2006,314.0
1,Brasil,2,%,2.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200701,janeiro 2007,299.0
1,Brasil,2,%,3.02,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200702,fevereiro 2007,302.0
1,Brasil,2,%,2.96,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200703,março 2007,296.0
1,Brasil,2,%,3.00,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200704,abril 2007,300.0
1,Brasil,2,%,3.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200705,maio 2007,318.0
1,Brasil,2,%,3.69,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200706,junho 2007,369.0
1,Brasil,2,%,3.74,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200707,julho 2007,374.0
1,Brasil,2,%,4.18,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200708,agosto 2007,418.0
1,Brasil,2,%,4.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200709,setembro 2007,415.0
1,Brasil,2,%,4.12,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200710,outubro 2007,412.0
1,Brasil,2,%,4.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200711,novembro 2007,419.0
1,Brasil,2,%,4.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200712,dezembro 2007,446.0
1,Brasil,2,%,4.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200801,janeiro 2008,456.0
1,Brasil,2,%,4.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200802,fevereiro 2008,461.0
1,Brasil,2,%,4.73,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200803,março 2008,473.0
1,Brasil,2,%,5.04,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200804,abril 2008,504.0
1,Brasil,2,%,5.58,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200805,maio 2008,558.0
1,Brasil,2,%,6.06,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200806,junho 2008,606.0
1,Brasil,2,%,6.37,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200807,julho 2008,637.0
1,Brasil,2,%,6.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200808,agosto 2008,617.0
1,Brasil,2,%,6.25,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200809,setembro 2008,625.0
1,Brasil,2,%,6.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200810,outubro 2008,641.0
1,Brasil,2,%,6.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200811,novembro 2008,639.0
1,Brasil,2,%,5.90,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200812,dezembro 2008,590.0
1,Brasil,2,%,5.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200901,janeiro 2009,584.0
1,Brasil,2,%,5.90,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200902,fevereiro 2009,590.0
1,Brasil,2,%,5.61,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200903,março 2009,561.0
1,Brasil,2,%,5.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200904,abril 2009,553.0
1,Brasil,2,%,5.20,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200905,maio 2009,520.0
1,Brasil,2,%,4.80,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200906,junho 2009,480.0
1,Brasil,2,%,4.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200907,julho 2009,450.0
1,Brasil,2,%,4.36,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200908,agosto 2009,436.0
1,Brasil,2,%,4.34,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200909,setembro 2009,434.0
1,Brasil,2,%,4.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200910,outubro 2009,417.0
1,Brasil,2,%,4.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200911,novembro 2009,422.0
1,Brasil,2,%,4.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,200912,dezembro 2009,431.0
1,Brasil,2,%,4.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201001,janeiro 2010,459.0
1,Brasil,2,%,4.83,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201002,fevereiro 2010,483.0
1,Brasil,2,%,5.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201003,março 2010,517.0
1,Brasil,2,%,5.26,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201004,abril 2010,526.0
1,Brasil,2,%,5.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201005,maio 2010,522.0
1,Brasil,2,%,4.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201006,junho 2010,484.0
1,Brasil,2,%,4.60,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201007,julho 2010,460.0
1,Brasil,2,%,4.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201008,agosto 2010,449.0
1,Brasil,2,%,4.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201009,setembro 2010,470.0
1,Brasil,2,%,5.20,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201010,outubro 2010,520.0
1,Brasil,2,%,5.63,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201011,novembro 2010,563.0
1,Brasil,2,%,5.91,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201012,dezembro 2010,591.0
1,Brasil,2,%,5.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201101,janeiro 2011,599.0
1,Brasil,2,%,6.01,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201102,fevereiro 2011,601.0
1,Brasil,2,%,6.30,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201103,março 2011,630.0
1,Brasil,2,%,6.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201104,abril 2011,651.0
1,Brasil,2,%,6.55,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201105,maio 2011,655.0
1,Brasil,2,%,6.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201106,junho 2011,671.0
1,Brasil,2,%,6.87,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201107,julho 2011,687.0
1,Brasil,2,%,7.23,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201108,agosto 2011,723.0
1,Brasil,2,%,7.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201109,setembro 2011,731.0
1,Brasil,2,%,6.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201110,outubro 2011,697.0
1,Brasil,2,%,6.64,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201111,novembro 2011,664.0
1,Brasil,2,%,6.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201112,dezembro 2011,650.0
1,Brasil,2,%,6.22,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201201,janeiro 2012,622.0
1,Brasil,2,%,5.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201202,fevereiro 2012,584.0
1,Brasil,2,%,5.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201203,março 2012,524.0
1,Brasil,2,%,5.10,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201204,abril 2012,510.0
1,Brasil,2,%,4.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201205,maio 2012,499.0
1,Brasil,2,%,4.92,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201206,junho 2012,492.0
1,Brasil,2,%,5.20,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201207,julho 2012,520.0
1,Brasil,2,%,5.24,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201208,agosto 2012,524.0
1,Brasil,2,%,5.28,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201209,setembro 2012,528.0
1,Brasil,2,%,5.45,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201210,outubro 2012,545.0
1,Brasil,2,%,5.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201211,novembro 2012,553.0
1,Brasil,2,%,5.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201212,dezembro 2012,584.0
1,Brasil,2,%,6.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201301,janeiro 2013,615.0
1,Brasil,2,%,6.31,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201302,fevereiro 2013,631.0
1,Brasil,2,%,6.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201303,março 2013,659.0
1,Brasil,2,%,6.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201304,abril 2013,649.0
1,Brasil,2,%,6.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201305,maio 2013,650.0
1,Brasil,2,%,6.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201306,junho 2013,670.0
1,Brasil,2,%,6.27,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201307,julho 2013,627.0
1,Brasil,2,%,6.09,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201308,agosto 2013,609.0
1,Brasil,2,%,5.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201309,setembro 2013,586.0
1,Brasil,2,%,5.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201310,outubro 2013,584.0
1,Brasil,2,%,5.77,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201311,novembro 2013,577.0
1,Brasil,2,%,5.91,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201312,dezembro 2013,591.0
1,Brasil,2,%,5.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201401,janeiro 2014,559.0
1,Brasil,2,%,5.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201402,fevereiro 2014,568.0
1,Brasil,2,%,6.15,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201403,março 2014,615.0
1,Brasil,2,%,6.28,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201404,abril 2014,628.0
1,Brasil,2,%,6.37,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201405,maio 2014,637.0
1,Brasil,2,%,6.52,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201406,junho 2014,652.0
1,Brasil,2,%,6.50,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201407,julho 2014,650.0
1,Brasil,2,%,6.51,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201408,agosto 2014,651.0
1,Brasil,2,%,6.75,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201409,setembro 2014,675.0
1,Brasil,2,%,6.59,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201410,outubro 2014,659.0
1,Brasil,2,%,6.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201411,novembro 2014,656.0
1,Brasil,2,%,6.41,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201412,dezembro 2014,641.0
1,Brasil,2,%,7.14,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201501,janeiro 2015,714.0
1,Brasil,2,%,7.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201502,fevereiro 2015,770.0
1,Brasil,2,%,8.13,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201503,março 2015,813.0
1,Brasil,2,%,8.17,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201504,abril 2015,817.0
1,Brasil,2,%,8.47,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201505,maio 2015,847.0
1,Brasil,2,%,8.89,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201506,junho 2015,889.0
1,Brasil,2,%,9.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201507,julho 2015,956.0
1,Brasil,2,%,9.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201508,agosto 2015,953.0
1,Brasil,2,%,9.49,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201509,setembro 2015,949.0
1,Brasil,2,%,9.93,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201510,outubro 2015,993.0
1,Brasil,2,%,10.48,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201511,novembro 2015,1048.0
1,Brasil,2,%,10.67,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201512,dezembro 2015,1067.0
1,Brasil,2,%,10.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201601,janeiro 2016,1071.0
1,Brasil,2,%,10.36,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201602,fevereiro 2016,1036.0
1,Brasil,2,%,9.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201603,março 2016,939.0
1,Brasil,2,%,9.28,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201604,abril 2016,928.0
1,Brasil,2,%,9.32,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201605,maio 2016,932.0
1,Brasil,2,%,8.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201606,junho 2016,884.0
1,Brasil,2,%,8.74,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201607,julho 2016,874.0
1,Brasil,2,%,8.97,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201608,agosto 2016,897.0
1,Brasil,2,%,8.48,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201609,setembro 2016,848.0
1,Brasil,2,%,7.87,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201610,outubro 2016,787.0
1,Brasil,2,%,6.99,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201611,novembro 2016,699.0
1,Brasil,2,%,6.29,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201612,dezembro 2016,629.0
1,Brasil,2,%,5.35,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201701,janeiro 2017,535.0
1,Brasil,2,%,4.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201702,fevereiro 2017,476.0
1,Brasil,2,%,4.57,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201703,março 2017,457.0
1,Brasil,2,%,4.08,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201704,abril 2017,408.0
1,Brasil,2,%,3.60,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201705,maio 2017,360.0
1,Brasil,2,%,3.00,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201706,junho 2017,300.0
1,Brasil,2,%,2.71,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201707,julho 2017,271.0
1,Brasil,2,%,2.46,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201708,agosto 2017,246.0
1,Brasil,2,%,2.54,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201709,setembro 2017,254.0
1,Brasil,2,%,2.70,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201710,outubro 2017,270.0
1,Brasil,2,%,2.80,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201711,novembro 2017,280.0
1,Brasil,2,%,2.95,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201712,dezembro 2017,295.0
1,Brasil,2,%,2.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201801,janeiro 2018,286.0
1,Brasil,2,%,2.84,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201802,fevereiro 2018,284.0
1,Brasil,2,%,2.68,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201803,março 2018,268.0
1,Brasil,2,%,2.76,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201804,abril 2018,276.0
1,Brasil,2,%,2.86,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201805,maio 2018,286.0
1,Brasil,2,%,4.39,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201806,junho 2018,439.0
1,Brasil,2,%,4.48,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201807,julho 2018,448.0
1,Brasil,2,%,4.19,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201808,agosto 2018,419.0
1,Brasil,2,%,4.53,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201809,setembro 2018,453.0
1,Brasil,2,%,4.56,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201810,outubro 2018,456.0
1,Brasil,2,%,4.05,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201811,novembro 2018,405.0
1,Brasil,2,%,3.75,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201812,dezembro 2018,375.0
1,Brasil,2,%,3.78,1,Brasil,2265,IPCA - Variação acumulada em 12 meses,201901,janeiro 2019,378.0
